PolicyNo,PolicyHolderID,PolicyHolderName,InsuredID,InsuredName,InsuredDOB,PXIllness,Status,EffectiveDate,ExpiryDate,PremiumAmount,RiderPremiumAmount,OutstandingPremium,RiderOutstandingPremium,ProductCode,EntryDate,CommencementDate,ReinstatementDate,RiderEntryDate,RiderCommencementDate,RiderReinstatementDate,AllowAutoClaim,PolicyYearLimit,PolicyYearBalance,LifetimeLimit,LifetimeBalance,Rider,RiderPrdtCode
20752797,S1968838M,Morgan Pollard,S5229790R,Rafael Brennan,6/8/2006,,1,4/1/2020,3/31/2021,336.45,206.54,0,0,PEB,4/1/2013,4/1/2013,,4/1/2013,4/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
20752799,S5572567J,Javier Padilla,S5572567J,Javier Padilla,11/16/1995,,1,5/1/2020,4/30/2021,466.36,263.55,0,0,PEB,5/1/2013,5/1/2013,,5/1/2013,5/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBR
20752820,S3746115M,Marisol Brady,S5063925A,Alexander Lowe,1/17/2010,,1,3/1/2020,2/28/2021,2273.83,0,0,0,IFEC,3/1/2012,3/1/2012,,,,,Y,100000,100000,10000000,10000000,N,
20752822,S2253511S,Skye Pitts,S8828146F,Finn Gilmore,9/2/1984,Biliary atresia,1,5/1/2020,2/28/2021,995.56,317.58,0,0,PEA,3/1/2013,5/1/2013,,3/1/2013,5/1/2013,,Y,150000,150000,10000000,10000000,Y,PEAD
20752826,S9856307M,Madalyn Gonzales,S1967516W,Whitney Khan,3/2/2007,,1,3/1/2020,2/28/2021,988.79,0,0,0,PEA,3/1/2013,3/1/2013,,,,,Y,400000,400000,10000000,10000000,N,
20752894,S4484279P,Patricia Townsend,S0623659N,Nickolas Lee,11/16/2003,,1,5/1/2020,4/30/2021,2126.17,1084.11,0,0,PCC,5/1/2012,5/1/2013,,5/1/2012,5/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752910,S0238411G,Gauge Abbott,S5846178E,Eleanor Valdez,11/24/1983,Biliary atresia,1,5/1/2020,4/30/2021,2126.17,1084.11,0,0,PCC,5/1/2012,5/1/2013,,5/1/2012,5/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752920,S4425581E,Emma Lam,S1092401K,Kareem Kelley,11/4/1957,,1,5/1/2020,4/30/2021,2126.17,1084.11,0,0,PCC,5/1/2012,5/1/2013,,5/1/2012,5/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20752951,S8937268A,Aaliyah Bowen,S7656086C,Conner Willis,6/19/1951,,1,3/1/2020,2/28/2021,73.83,75.7,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20752981,S1427593M,Mario Stout,S3931162H,Heaven Lee,9/27/1997,,1,3/1/2020,2/28/2021,156.45,77.38,0,0,PEB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20752989,S0019148A,Abdiel Golden,S0506682C,Camden Irwin,5/27/1992,,1,3/1/2020,2/28/2021,346.73,146.73,0,0,PEB,3/1/2012,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20752991,S8132354Y,Yamilet Stevenson,S1486056J,Julie Church,10/27/1954,,1,3/1/2020,2/28/2021,128.04,163.55,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAR
20752994,S8240127S,Shane Christian,S8240127S,Shane Christian,10/21/1974,,1,3/1/2020,2/28/2021,113.08,79.44,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20752996,S4989673D,Destiney Riddle,S9339426M,Megan Chandler,7/29/1995,,1,3/1/2020,2/28/2021,403.74,308.41,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAR
20753003,S5419059J,Jax Scott,S8967034R,Rowan Garrison,7/9/1975,,1,3/1/2020,2/28/2021,389.72,111.21,0,0,PCC,3/1/2012,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20753004,S4604656S,Steven Dillon,S1736699C,Cynthia Wheeler,10/25/2004,,1,2/1/2020,1/31/2021,444.86,152.34,0,0,PEC,2/1/2013,2/1/2014,,2/1/2014,2/1/2014,,Y,100000,100000,10000000,10000000,Y,PECD
20753013,S3688893C,Cyrus Pennington,S1017973E,Elaine Booker,8/15/1955,,1,3/1/2020,2/28/2021,767.29,0,0,0,IFEC,3/1/2012,3/1/2013,,,,,Y,100000,100000,10000000,10000000,N,
20753040,S8211306K,Kieran Sloan,S9150104N,Nehemiah Lynch,7/11/2005,,1,3/1/2020,2/28/2021,1881.31,641.12,1881.31,641.12,PEB,3/1/2012,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20753053,S4274346K,Kendall Knox,S0414044J,Judah Schaefer,11/24/1954,,1,3/1/2020,2/28/2021,1751.4,685.98,0,0,PCC,3/1/2012,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20753101,S9194822C,Corbin Hanna,S4343635S,Selena Neal,10/12/1999,,1,3/1/2020,2/28/2021,668.22,376.64,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20753103,S7031311H,Holden Landry,S7882767Y,Yaritza Hansen,4/20/1992,,1,3/1/2020,2/28/2021,668.22,376.64,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20753106,S3678432A,Averi Harrington,S2314150L,Louis Liu,2/25/2012,,1,3/1/2020,2/28/2021,4371.03,1631.78,4371.03,1631.78,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20753122,S0210781L,Lacey Ayers,S0101743M,Malcolm Delacruz,11/29/2005,,1,7/1/2019,6/30/2020,1241.12,800.93,0,0,PCC,7/1/2013,7/1/2013,,7/1/2013,7/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20753125,S4830640C,Cora Harrison,S4830640C,Cora Harrison,2/14/1979,,1,3/1/2020,2/28/2021,4674.77,0,0,0,IFEC,3/1/2012,3/1/2013,,,,,Y,100000,100000,10000000,10000000,N,
20753164,S6784641M,Miriam Chambers,S7788175J,Jaylan Myers,10/30/1991,,1,2/1/2020,1/31/2021,128.04,102.8,0,0,PEA,2/1/2013,2/1/2014,,2/1/2013,2/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20753165,S0134120L,Londyn Pratt,S2182021L,Lorenzo Vaughan,10/16/2007,,1,2/1/2020,1/31/2021,128.04,102.8,0,0,PEA,2/1/2013,2/1/2014,,2/1/2013,2/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20753202,S0635824A,Arthur Mcpherson,S7025884M,Marin Fox,7/12/1985,,1,3/1/2020,2/28/2021,310.28,128.04,0,0,PBB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBR
20753258,S6820979H,Hanna Pacheco,S0329340A,Anne Bradshaw,4/1/1954,,1,3/1/2020,2/28/2021,305.61,183.18,0,0,PBB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBR
20753280,S7208602C,Charlize Torres,S3183116M,Marlon Ross,7/28/1992,,1,3/1/2020,2/28/2021,1017.76,525.23,0,0,PBB,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBR
20753293,S1645389K,Kash Ferrell,S3870859A,Aryan Floyd,3/18/1958,,1,3/1/2020,2/28/2021,1241.12,800.93,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20753294,S1656738A,Abram Lane,S7197648W,Walter Hardin,3/31/1991,,1,3/1/2020,2/28/2021,775.7,304.67,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20753347,S1420797T,Terrence Blanchard,S6326751J,Jeremy Knight,8/25/2003,,1,4/1/2020,3/31/2021,97.2,97.2,0,0,PBB,4/1/2013,4/1/2013,,4/1/2013,4/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBR
20753371,S3503125H,Hayden Mcbride,S0591105B,Brock Harrell,7/26/1966,,1,4/1/2020,3/31/2021,598.13,326.17,0,0,PBB,4/1/2013,4/1/2013,,4/1/2013,4/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBR
20753381,S9115577J,Journey Daugherty,S7619286J,Jaylee Watson,10/17/1999,,1,3/1/2020,2/28/2021,1587.85,1111.21,-0.01,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20753390,S5618099S,Saniyah Ortiz,S4324407K,Karlie Valencia,5/14/1957,,1,4/1/2020,3/31/2021,1167.29,617.76,0,0,PBB,4/1/2013,4/1/2013,,4/1/2013,4/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBR
20753391,S3370069L,Laila Bishop,S7810519C,Camryn Dawson,5/9/1965,,1,12/1/2019,11/30/2020,1686.92,1216.82,0,0,PCC,6/1/2013,6/1/2013,,6/1/2013,6/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20753406,S6675735E,Elvis Hooper,S8185259J,Jayden Miranda,8/28/2004,,1,4/1/2020,3/31/2021,1496.26,865.42,0,0,PBB,4/1/2013,4/1/2013,,4/1/2013,4/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBR
20753530,S2155417S,Sarai Lam,S8182273L,Lilia Briggs,4/29/1985,,1,4/1/2020,3/31/2021,1277.57,617.76,0,0,PBB,4/1/2013,4/1/2013,,4/1/2013,4/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBR
20753540,S5089916M,Melissa Warner,S5089916M,Melissa Warner,8/22/1962,,1,5/1/2020,4/30/2021,648.6,299.07,0,0,PCC,5/1/2013,5/1/2013,,5/1/2013,5/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20753645,S1977760N,Noemi Ashley,S4275743J,Jamya Manning,3/1/1971,,1,3/1/2020,2/28/2021,195.33,175.7,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAR
20753737,S3567638X,Xiomara Wood,S8489195C,Case Hurst,12/2/1953,,1,3/1/2020,2/28/2021,233.64,0,0,0,IFEB,3/1/2012,3/1/2012,,,,,Y,150000,150000,10000000,10000000,N,
20753805,S4382689C,Cohen Sawyer,S8548157S,Savannah Duarte,1/19/1970,,1,3/1/2020,2/28/2021,3144.86,1783.18,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAR
20753808,S4554694M,Mayra Leach,S2127813L,Lamont Stewart,7/9/1974,,1,8/1/2019,7/31/2020,800.93,0,0,0,PPP,8/1/2013,8/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20753844,S5134566L,Leo Frazier,S1684239Z,Zayden Vance,6/3/2012,,1,3/1/2020,2/28/2021,217.76,120.56,0,0,PEA,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAD
20753909,S9557850C,Clayton Mora,S8180617R,Raul Mcbride,8/25/1996,,1,3/1/2020,2/28/2021,713.08,276.64,0,0,PEB,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PEBD
20753913,S3124009F,Fletcher Lamb,S3124009F,Fletcher Lamb,12/21/1995,,1,8/1/2019,7/31/2020,3573.83,0,0,0,PPP,8/1/2013,8/1/2013,,,,,Y,260000,260000,8999999488,8999999488,N,
20753948,S7729039J,James Christian,S7729039J,James Christian,12/2/1975,,1,12/1/2019,11/30/2020,176.64,142.99,0,0,PAA,6/1/2013,6/1/2013,,6/1/2013,6/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAR
20753977,S7534870B,Brodie Tanner,S3965473K,Kendall Winters,8/17/2005,,1,8/1/2019,7/31/2020,546.73,325.23,0,0,PAA,8/1/2013,8/1/2013,,8/1/2013,8/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAR
20753999,S9264371E,Erika Becker,S9554892E,Elsa Armstrong,6/25/1958,,1,8/1/2019,7/31/2020,2373.83,1324.3,0,0,PAA,8/1/2013,8/1/2013,,8/1/2013,8/1/2013,,Y,130000,130000,8999999488,8999999488,Y,PAAR
20754049,S9616811J,Jayson Hayes,S1948998L,Lauryn Winters,6/5/1953,,1,2/1/2020,1/31/2021,128.04,102.8,0,102.8,PEA,2/1/2013,2/1/2014,,2/1/2013,2/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20754059,S2385641E,Emilio Rich,S9211267J,Jadyn Hanna,8/22/2005,,1,2/1/2020,1/31/2021,939.35,375.7,0,0,PEA,2/1/2013,2/1/2014,,2/1/2013,2/1/2014,,Y,400000,400000,10000000,10000000,Y,PEAD
20754060,S8358849K,Kolton Hardin,S9990812L,Landen Best,1/20/1962,,1,2/1/2020,1/31/2021,1357.01,0,0,0,PEA,2/1/2013,2/1/2019,,,,,Y,400000,400000,10000000,10000000,N,
20754149,S0889500G,Gideon Newman,S8861970T,Tara Washington,4/5/1971,,1,4/1/2020,3/31/2021,99.07,48.93,0,0,PEB,4/1/2012,4/1/2012,,10/1/2012,4/1/2012,,Y,150000,150000,10000000,10000000,Y,PEBR
20754163,S3514825J,Jazmin Fox,S3250120K,Kyan Curtis,2/25/1956,,1,1/1/2020,12/31/2020,4506.54,1071.96,0,0,PEP,1/1/2012,1/1/2013,,1/1/2013,1/1/2013,,Y,600000,600000,10000000,10000000,Y,PEPD
20754177,S4090573C,Cristofer Huynh,S4090573C,Cristofer Huynh,12/2/1980,,1,3/1/2020,2/28/2021,605.61,0,0,0,PEA,3/1/2012,3/1/2013,,,,,Y,400000,400000,10000000,10000000,N,
20754193,S9791811R,Rogelio Lynch,S3149033R,Reagan Clements,3/18/1958,,1,5/1/2020,4/30/2021,85.05,0,0,0,IFEB,5/1/2012,5/1/2012,,,,,Y,150000,150000,10000000,10000000,N,
20754252,S0375962J,Jadyn Little,S6210335K,Katie Wilkerson,3/27/1962,,1,1/1/2020,12/31/2020,145.79,135.98,0,0,PEA,1/1/2013,1/1/2013,,2/1/2013,1/1/2013,,Y,400000,400000,10000000,10000000,Y,PEAR
20754355,S5946737S,Shirley Hahn,S5946737S,Shirley Hahn,7/12/1986,Biliary atresia,1,3/1/2020,2/28/2021,121.5,56.07,0,56.07,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PCCD
20754404,S0710976R,Regan Walsh,S1557214T,Terry Andrade,12/29/1967,,1,3/1/2020,2/28/2021,228.04,0,0,0,PEP,3/1/2013,3/1/2013,,,,,Y,700000,700000,10000000,10000000,N,
20754405,S4459408C,Cali Melton,S6472723K,Kennedi Cohen,5/1/1994,,1,4/1/2020,3/31/2021,214.02,0,0,0,PPP,4/1/2013,4/1/2013,,,,,Y,300000,300000,8999999488,8999999488,N,
20754413,S2532785C,Carlie Gray,S9113751K,Kaley Walter,9/22/1989,,1,10/1/2019,9/30/2020,44.86,41.12,0,0,PCC,10/1/2012,10/1/2012,,10/1/2012,10/1/2012,,Y,70000,70000,350000,350000,Y,PCCD
20754424,S1397701N,Noel Bautista,S1789981S,Savanna Holden,8/29/1951,,1,3/1/2020,2/28/2021,128.04,102.8,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,500000,500000,10000000,10000000,Y,PEAD
20754430,S5171435M,Maddison Coleman,S1363150L,Leah Walters,1/9/1967,,1,12/1/2019,11/30/2020,71.96,23.32,71.96,23.32,PEB,6/1/2012,6/1/2012,,3/1/2013,6/1/2012,,Y,150000,150000,10000000,10000000,Y,PCRIC
20754450,S5050766C,Connor Hardy,S0156646A,April Cunningham,2/27/1966,,1,2/1/2020,1/31/2021,133.64,74.77,0,0,PCC,2/1/2012,2/1/2012,,2/1/2012,2/1/2012,,Y,70000,70000,350000,350000,Y,PCCD
20754465,S0822407M,Mikayla Frank,S1576134M,Mina Ford,9/16/1979,,1,3/1/2020,2/28/2021,389.72,173.83,0,0,PCC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PCCR
20754487,S6934876H,Hudson Dominguez,S6369305B,Brayden Moss,2/1/1986,,1,3/1/2020,2/28/2021,73.83,61.68,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,500000,500000,10000000,10000000,Y,PEAD
20754488,S9942714Z,Zachariah Jenkins,S9942714Z,Zachariah Jenkins,4/30/1977,,1,1/1/2020,12/31/2020,385.98,152.34,0,0,PCC,1/1/2013,1/1/2013,,1/1/2013,1/1/2013,,Y,70000,70000,350000,350000,Y,PCCR
20754492,S5511750A,Arely Ortiz,S8772358C,Cooper Mcmahon,5/12/1978,,1,3/1/2020,2/28/2021,173.83,0,0,0,IPEB,3/1/2013,3/1/2014,,,,,Y,250000,250000,10000000,10000000,N,
20754498,S1422166K,Keaton Olson,S1422166K,Keaton Olson,10/22/2009,,1,2/1/2020,1/31/2021,1356.07,0,0,0,IFEC,2/1/2013,2/1/2014,,,,,Y,150000,150000,10000000,10000000,N,
20754508,S2322271B,Brycen Garrett,S7066560U,Uriah Tucker,1/21/1972,,1,3/1/2020,2/28/2021,111.21,99.07,0,99.07,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,500000,500000,10000000,10000000,Y,PEAD
20754520,S9275960A,Amari Gallegos,S5417230T,Trace Deleon,10/5/2008,,1,2/1/2020,1/31/2021,126.17,0,0,0,IFEB,2/1/2013,2/1/2014,,,,,Y,250000,250000,10000000,10000000,N,
20754527,S2553800N,Nola Cantu,S0102845J,Joey Cox,9/27/1985,,1,7/1/2019,6/30/2020,562.62,219.63,0,0,PAA,12/1/2012,7/1/2014,,12/1/2012,7/1/2014,,Y,200000,200000,10000000,10000000,Y,PAAD
20754533,S4114481B,Bryan Charles,S2977606K,Khloe Valenzuela,5/22/1952,,1,2/1/2020,1/31/2021,128.04,163.55,0,0,PEA,11/1/2012,2/1/2014,,3/1/2013,2/1/2014,,Y,500000,500000,10000000,10000000,Y,PEAR
20754538,S7202492B,Brodie Buck,S8681490C,Clarissa Riddle,8/23/1982,,1,3/1/2020,2/28/2021,414.95,198.13,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,500000,500000,10000000,10000000,Y,PEAD
20754541,S7153074S,Sam French,S9652270L,Lawson Peters,2/5/1978,,1,12/1/2019,11/30/2020,5009.35,1290.65,0,0,PEP,12/1/2012,12/1/2012,,12/1/2012,12/1/2012,,Y,500000,500000,10000000,10000000,Y,PEPD
20754572,S5198746F,Felicity Luna,S2233127A,Abraham Jackson,7/17/1992,,1,3/1/2020,2/28/2021,111.21,0,0,0,PEA,3/1/2013,3/1/2014,,,,,Y,500000,500000,10000000,10000000,N,
20754573,S5658696S,Shiloh Salinas,S5658696S,Shiloh Salinas,6/25/1950,,1,5/1/2020,4/30/2021,946.73,0,0,0,PEP,3/1/2013,5/1/2014,,,,,Y,700000,700000,10000000,10000000,N,
20754574,S6615497I,Immanuel Brewer,S0780898J,Jaron Hardy,9/8/1952,Fibrosis or cirrhosis of liver,1,3/1/2020,2/28/2021,405.61,146.73,0,0,PEC,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,150000,150000,10000000,10000000,Y,PECD
20754575,S9217456J,Jayden Chung,S3051813K,Karson Wiley,12/24/1961,,1,4/1/2020,3/31/2021,676.64,0,0,0,PEA,3/1/2013,4/1/2014,,,,,Y,500000,500000,10000000,10000000,N,
20754609,S3877960K,Kayden May,S6920657M,Milagros Gill,10/25/2001,,1,3/1/2020,2/28/2021,128.04,92.52,0,92.52,PEA,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,500000,500000,10000000,10000000,Y,PCRIC
20754613,S6470965M,Makhi Bass,S9952373A,Arturo Kane,3/27/1981,,1,5/1/2020,4/30/2021,115.89,88.79,0,0,PAA,5/1/2012,5/1/2013,,5/1/2012,5/1/2013,,Y,200000,200000,8999999488,8999999488,Y,PAAD
20754624,S4200716Z,Zaniyah Meyers,S4200716Z,Zaniyah Meyers,9/16/1950,,1,3/1/2020,2/28/2021,119.63,77.57,119.63,77.57,PEB,3/1/2012,3/1/2013,,3/1/2012,3/1/2013,,Y,250000,250000,10000000,10000000,Y,PEBD
20754626,S0212579F,Finn Rangel,S6034274A,Aaden Maxwell,9/30/1987,,1,5/1/2020,4/30/2021,234.58,80.37,0,0,PCC,5/1/2012,5/1/2013,,5/1/2012,5/1/2013,,Y,100000,100000,350000,350000,Y,PCCD
20754655,S3964865C,Caylee Richardson,S3964865C,Caylee Richardson,9/1/2008,,1,2/1/2020,1/31/2021,82.24,73.83,0,0,PAA,12/1/2012,2/1/2013,,12/1/2012,2/1/2013,,Y,70000,70000,350000,350000,Y,PAAD
20754685,S9404443N,Nathan Hansen,S7023611M,Monique Burch,3/2/2002,,1,3/1/2020,2/28/2021,318.69,142.99,0,0,PEP,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,700000,700000,10000000,10000000,Y,PEPD
20754702,S8527200S,Sterling Vincent,S8527200S,Sterling Vincent,11/5/1970,,1,3/1/2020,2/28/2021,173.83,117.76,0,0,PEB,3/1/2013,3/1/2014,,9/1/2013,3/1/2014,,Y,150000,150000,10000000,10000000,Y,PEBR
20754704,S4189716A,Austin Mills,S3967790R,Rayan Andersen,9/1/1961,,1,3/1/2020,2/28/2021,115.89,88.79,0,0,PAA,3/1/2013,3/1/2014,,9/1/2013,3/1/2014,,Y,200000,200000,8999999488,8999999488,Y,PAAD
20754706,S0737921M,Mila Sutton,S9824903R,Royce Herring,9/30/2009,,1,12/1/2019,11/30/2020,228.04,228.97,0,0,PEP,3/1/2013,6/1/2014,,6/1/2013,6/1/2014,,Y,700000,700000,10000000,10000000,Y,PEPR
20754707,S9120353C,Cindy Thomas,S2881247D,Devan Holland,11/15/1957,,1,3/1/2020,2/28/2021,156.07,74.77,0,0,PBB,3/1/2013,3/1/2014,,5/1/2013,3/1/2014,,Y,150000,150000,8999999488,8999999488,Y,PBBD
20754710,S0864914C,Cohen Ortiz,S4503001W,Walker Wagner,12/28/2001,,1,2/1/2020,1/31/2021,414.95,326.17,0,0,PEA,2/1/2013,2/1/2014,,4/1/2013,2/1/2014,,Y,500000,500000,10000000,10000000,Y,PEAR
20754724,S8899859M,Martha Ochoa,S8343804J,Jovany Butler,6/8/1994,,1,4/1/2020,3/31/2021,94.39,53.18,0,0,PEC,11/1/2012,4/1/2013,,5/1/2013,4/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PECD
20754726,S3692678M,Molly Bird,S4970054R,Reilly Hutchinson,3/23/1952,Biliary atresia,1,3/1/2020,2/28/2021,214.02,0,0,0,PPP,11/1/2012,3/1/2013,,,,,Y,500000,500000,10000000,10000000,N,
20754728,S2498895H,Hana Stone,S7270604M,Marlee Stuart,9/23/1955,,1,5/1/2020,4/30/2021,310.28,0,0,0,PBB,10/1/2012,5/1/2013,,,,,Y,500000,500000,10000000,10000000,N,
20754757,S9848710K,Kaden Hampton,S0941175H,Hugo Gould,12/10/1971,Biliary atresia,1,4/1/2020,3/31/2021,95.33,8.73,0,0,PEA,4/1/2011,4/1/2012,,3/1/2013,4/1/2012,,Y,400000,400000,10000000,10000000,Y,PEAD
20754793,S3692500K,Kailee Hodges,S3908527E,Edwin Mcdonald,7/19/1978,,1,5/1/2020,4/30/2021,310.28,112.03,0,0,PBB,5/1/2012,5/1/2013,,6/1/2013,5/1/2013,,Y,150000,150000,8999999488,8999999488,Y,PBBD
20754797,S5166201D,Deon Mayo,S5166201D,Deon Mayo,12/7/1962,Biliary atresia,1,1/1/2020,12/31/2020,48.6,52.5,48.6,52.5,PBB,1/1/2013,1/1/2013,,3/1/2013,1/1/2013,,Y,100000,100000,8999999488,8999999488,Y,PBBD
20754817,S3940546M,Maurice Clay,S6227305J,Jared Ayala,12/21/1992,,1,11/1/2019,10/31/2020,92.52,0,0,0,PEB,11/1/2012,11/1/2013,,,,,Y,150000,150000,8999999488,8999999488,N,
20754879,S8495517J,Jake Cabrera,S7135446M,Mckenzie Hanna,2/11/1998,,1,4/1/2020,3/31/2021,69.16,92.52,0,0,PEC,8/1/2011,4/1/2013,,8/1/2011,4/1/2013,,Y,400000,400000,10000000,10000000,Y,PCRIC
20754883,S7851560A,Amari Richards,S5013649D,Danica Gregory,9/6/1997,,1,5/1/2020,4/30/2021,169.16,92.52,0,0,PPP,8/1/2011,5/1/2013,,8/1/2011,5/1/2013,,Y,400000,400000,10000000,10000000,Y,PCRIC
20754885,S9814752C,Caiden Trevino,S8588260C,Caroline Hampton,2/3/1980,,1,12/1/2019,11/30/2020,214.02,0,0,0,PPP,6/1/2012,6/1/2013,,,,,Y,300000,300000,8999999488,8999999488,N,
20754890,S8145335B,Bryanna Gray,S3649346W,Warren Farmer,5/22/1957,,1,1/1/2020,12/31/2020,52.34,0,0,0,PEC,10/1/2012,1/1/2013,,,,,Y,130000,130000,8999999488,8999999488,N,
20754913,S2292727S,Sonia Oliver,S6104979J,Jaiden Davila,8/11/1960,,1,3/1/2020,2/28/2021,904.87,209.72,0,0,PEA,3/1/2013,3/1/2013,,3/1/2013,3/1/2013,,Y,500000,500000,10000000,10000000,Y,PEAD
20754921,S1514476A,Addison Myers,S2231520Z,Zaiden Stephenson,11/14/1980,,1,4/1/2020,3/31/2021,228.04,0,0,0,PEP,10/1/2011,4/1/2013,,,,,Y,130000,130000,8999999488,8999999488,N,
20754936,S4313077K,Kyler Kaufman,S9371599M,Muhammad Vargas,7/18/2008,,1,3/1/2020,2/28/2021,114.95,77.57,0,0,PEB,9/1/2012,3/1/2014,,3/1/2013,3/1/2014,,Y,150000,150000,10000000,10000000,Y,PEBD
20754955,S6675997M,Mareli Mccormick,S4880966D,Drew Dickson,3/18/1958,,1,3/1/2020,2/28/2021,128.04,102.8,0,0,PEA,3/1/2013,3/1/2014,,3/1/2013,3/1/2014,,Y,500000,500000,8999999488,8999999488,Y,PEAD
20754957,S7904797N,Naima Roberson,S1099429K,Kali Strong,4/14/2007,,1,3/1/2020,2/28/2021,773.83,0,0,0,PPP,3/1/2013,3/1/2014,,,,,Y,300000,300000,8999999488,8999999488,N,
20755056,S9203618E,Elisha Trujillo,S9100013L,Lillie Olson,12/4/1955,,1,3/1/2020,2/28/2021,179.44,0,0,0,PEP,3/1/2013,3/1/2013,,,,,Y,700000,700000,10000000,10000000,N,
20755095,S4000376D,Deacon Zamora,S4000376D,Deacon Zamora,8/22/1999,,1,1/1/2020,12/31/2020,41.12,41.12,0,0,PCC,1/1/2013,1/1/2013,,1/1/2013,1/1/2013,,Y,70000,70000,350000,350000,Y,PCCD
20755121,S0391122G,Gwendolyn Kerr,S0391122G,Gwendolyn Kerr,7/9/1988,,1,1/1/2020,12/31/2020,122.43,103.74,0,0,PEP,1/1/2013,1/1/2013,,1/1/2013,1/1/2013,,Y,500000,500000,10000000,10000000,Y,PEPD
